State,Filed_week_ended,Initial_Claims,Reflecting_Week_Ended,Continued_Claims,Covered_Employment,Insured_Unemployment_Rate
Illinois,3/2/19,"8,005",2/23/19,"129,924","5,879,922",2.21
Illinois,3/9/19,"11,573",3/2/19,"129,116","5,879,922",2.2
Illinois,3/16/19,"7,987",3/9/19,"125,462","5,879,922",2.13
Illinois,3/23/19,"7,933",3/16/19,"131,314","5,879,922",2.23
Illinois,3/30/19,"9,230",3/23/19,"119,434","5,879,922",2.03
Illinois,4/6/19,"8,876",3/30/19,"119,157","5,879,922",2.03
Illinois,4/13/19,"7,728",4/6/19,"110,245","5,892,968",1.87
Illinois,4/20/19,"8,141",4/13/19,"105,530","5,892,968",1.79
Illinois,4/27/19,"7,310",4/20/19,"93,622","5,892,968",1.59
Illinois,5/4/19,"9,320",4/27/19,"95,884","5,892,968",1.63
Illinois,5/11/19,"8,836",5/4/19,"86,531","5,892,968",1.47
Illinois,5/18/19,"7,382",5/11/19,"91,243","5,892,968",1.55
Illinois,5/25/19,"7,666",5/18/19,"84,526","5,892,968",1.43
Illinois,6/1/19,"8,551",5/25/19,"83,430","5,892,968",1.42
Illinois,6/8/19,"10,583",6/1/19,"82,329","5,892,968",1.4
Illinois,6/15/19,"8,838",6/8/19,"84,805","5,892,968",1.44
Illinois,6/22/19,"8,100",6/15/19,"87,646","5,892,968",1.49
Illinois,6/29/19,"8,038",6/22/19,"86,622","5,892,968",1.47
Illinois,7/6/19,"9,137",6/29/19,"86,321","5,892,968",1.46
Illinois,7/13/19,"7,249",7/6/19,"85,669","5,895,016",1.45
Illinois,7/20/19,"7,986",7/13/19,"93,884","5,895,016",1.59
Illinois,7/27/19,"10,355",7/20/19,"88,602","5,895,016",1.5
Illinois,8/3/19,"7,546",7/27/19,"90,901","5,895,016",1.54
Illinois,8/10/19,"7,209",8/3/19,"94,060","5,895,016",1.6
Illinois,8/17/19,"6,991",8/10/19,"88,531","5,895,016",1.5
Illinois,8/24/19,"7,376",8/17/19,"85,032","5,895,016",1.44
Illinois,8/31/19,"11,104",8/24/19,"83,897","5,895,016",1.42
Illinois,9/7/19,"7,180",8/31/19,"77,872","5,895,016",1.32
Illinois,9/14/19,"6,614",9/7/19,"86,352","5,895,016",1.46
Illinois,9/21/19,"6,538",9/14/19,"76,349","5,895,016",1.3
Illinois,9/28/19,"6,793",9/21/19,"74,877","5,895,016",1.27
Illinois,10/5/19,"8,465",9/28/19,"72,490","5,895,016",1.23
Illinois,10/12/19,"7,543",10/5/19,"73,458","5,902,475",1.24
Illinois,10/19/19,"7,551",10/12/19,"75,028","5,902,475",1.27
Illinois,10/26/19,"8,307",10/19/19,"75,332","5,902,475",1.28
Illinois,11/2/19,"10,705",10/26/19,"75,398","5,902,475",1.28
Illinois,11/9/19,"11,015",11/2/19,"78,200","5,902,475",1.32
Illinois,11/16/19,"13,989",11/9/19,"80,616","5,902,475",1.37
Illinois,11/23/19,"11,266",11/16/19,"85,441","5,902,475",1.45
Illinois,11/30/19,"10,233",11/23/19,"90,255","5,902,475",1.53
Illinois,12/7/19,"14,798",11/30/19,"95,414","5,902,475",1.62
Illinois,12/14/19,"15,076",12/7/19,"99,001","5,902,475",1.68
Illinois,12/21/19,"16,669",12/14/19,"107,512","5,902,475",1.82
Illinois,12/28/19,"16,537",12/21/19,"109,102","5,902,475",1.85
Illinois,1/4/20,"11,779",12/28/19,"125,348","5,902,475",2.12
Illinois,1/11/20,"12,703",1/4/20,"136,523","5,910,898",2.31
Illinois,1/18/20,"14,807",1/11/20,"133,967","5,910,898",2.27
Illinois,1/25/20,"9,762",1/18/20,"131,469","5,910,898",2.22
Illinois,2/1/20,"9,343",1/25/20,"143,239","5,910,898",2.42
Illinois,2/8/20,"9,794",2/1/20,"130,900","5,910,898",2.21
Illinois,2/15/20,"8,045",2/8/20,"133,765","5,910,898",2.26
Illinois,2/22/20,"11,812",2/15/20,"131,171","5,910,898",2.22
Illinois,2/29/20,"8,980",2/22/20,"132,123","5,910,898",2.24
Illinois,3/7/20,"8,727",2/29/20,"136,396","5,910,898",2.31
Illinois,3/14/20,"11,305",3/7/20,"130,293","5,910,898",2.2
Illinois,3/21/20,"126,716",3/14/20,"125,422","5,910,898",2.12
Illinois,3/28/20,"185,575",3/21/20,"132,058","5,910,898",2.23
Illinois,4/4/20,"202,157",3/28/20,"263,018","5,910,898",4.45
Illinois,4/11/20,"140,787",4/4/20,"452,826","5,914,575",7.66
Illinois,4/18/20,"118,996",4/11/20,"569,200","5,914,575",9.62
Illinois,4/25/20,"101,322",4/18/20,"681,002","5,914,575",11.51
Illinois,5/2/20,"74,476",4/25/20,"695,971","5,914,575",11.77
Illinois,5/9/20,"72,671",5/2/20,"755,912","5,914,575",12.78
Indiana,1/5/19,"4,578",12/29/18,"19,267","2,998,303",0.64
Indiana,1/12/19,"4,835",1/5/19,"20,110","3,005,853",0.67
Indiana,1/19/19,"3,840",1/12/19,"19,918","3,005,853",0.66
Indiana,1/26/19,"3,467",1/19/19,"20,599","3,005,853",0.69
Indiana,2/2/19,"3,317",1/26/19,"20,753","3,005,853",0.69
Indiana,2/9/19,"3,462",2/2/19,"23,149","3,005,853",0.77
Indiana,2/16/19,"2,441",2/9/19,"22,293","3,005,853",0.74
Indiana,2/23/19,"2,367",2/16/19,"22,075","3,005,853",0.73
Indiana,3/2/19,"2,423",2/23/19,"21,253","3,005,853",0.71
Indiana,3/9/19,"2,845",3/2/19,"20,910","3,005,853",0.7
Indiana,3/16/19,"2,088",3/9/19,"20,682","3,005,853",0.69
Indiana,3/23/19,"2,069",3/16/19,"19,668","3,005,853",0.65
Indiana,3/30/19,"2,033",3/23/19,"18,100","3,005,853",0.6
Indiana,4/6/19,"3,038",3/30/19,"18,760","3,005,853",0.62
Indiana,4/13/19,"2,370",4/6/19,"15,723","3,014,893",0.52
Indiana,4/20/19,"2,719",4/13/19,"16,019","3,014,893",0.53
Indiana,4/27/19,"2,200",4/20/19,"16,047","3,014,893",0.53
Indiana,5/4/19,"2,086",4/27/19,"13,584","3,014,893",0.45
Indiana,5/11/19,"2,049",5/4/19,"13,502","3,014,893",0.45
Indiana,5/18/19,"2,009",5/11/19,"13,278","3,014,893",0.44
Indiana,5/25/19,"1,905",5/18/19,"13,336","3,014,893",0.44
Indiana,6/1/19,"2,101",5/25/19,"13,170","3,014,893",0.44
Indiana,6/8/19,"2,821",6/1/19,"13,854","3,014,893",0.46
Indiana,6/15/19,"2,120",6/8/19,"13,273","3,014,893",0.44
Indiana,6/22/19,"1,960",6/15/19,"13,321","3,014,893",0.44
Indiana,6/29/19,"2,225",6/22/19,"13,105","3,014,893",0.43
Indiana,7/6/19,"2,090",6/29/19,"12,945","3,014,893",0.43
Indiana,7/13/19,"3,527",7/6/19,"13,592","3,022,665",0.45
Indiana,7/20/19,"2,283",7/13/19,"13,902","3,022,665",0.46
Indiana,7/27/19,"2,051",7/20/19,"13,393","3,022,665",0.44
Indiana,8/3/19,"2,129",7/27/19,"13,247","3,022,665",0.44
Indiana,8/10/19,"2,518",8/3/19,"13,823","3,022,665",0.46
Indiana,8/17/19,"2,043",8/10/19,"13,427","3,022,665",0.44
Indiana,8/24/19,"1,989",8/17/19,"13,161","3,022,665",0.44
Indiana,8/31/19,"1,979",8/24/19,"13,207","3,022,665",0.44
Indiana,9/7/19,"1,986",8/31/19,"12,948","3,022,665",0.43
Indiana,9/14/19,"2,001",9/7/19,"13,126","3,022,665",0.43
Indiana,9/21/19,"2,797",9/14/19,"12,826","3,022,665",0.42
Indiana,9/28/19,"2,319",9/21/19,"12,951","3,022,665",0.43
Indiana,10/5/19,"2,672",9/28/19,"13,636","3,022,665",0.45
Indiana,10/12/19,"2,749",10/5/19,"13,394","3,034,091",0.44
Indiana,10/19/19,"2,116",10/12/19,"13,234","3,034,091",0.44
Indiana,10/26/19,"2,138",10/19/19,"13,667","3,034,091",0.45
Indiana,11/2/19,"2,381",10/26/19,"13,749","3,034,091",0.45
Indiana,11/9/19,"3,064",11/2/19,"13,582","3,034,091",0.45
Indiana,11/16/19,"2,725",11/9/19,"13,328","3,034,091",0.44
Indiana,11/23/19,"3,053",11/16/19,"14,219","3,034,091",0.47
Indiana,11/30/19,"2,312",11/23/19,"13,544","3,034,091",0.45
Indiana,12/7/19,"4,033",11/30/19,"15,473","3,034,091",0.51
Indiana,12/14/19,"3,411",12/7/19,"15,516","3,034,091",0.51
Indiana,12/21/19,"3,911",12/14/19,"17,011","3,034,091",0.56
Indiana,12/28/19,"3,418",12/21/19,"17,756","3,034,091",0.59
Indiana,1/4/20,"4,434",12/28/19,"20,062","3,034,091",0.66
Indiana,1/11/20,"4,890",1/4/20,"21,524","3,039,304",0.71
Indiana,1/18/20,"3,741",1/11/20,"21,626","3,039,304",0.71
Indiana,1/25/20,"2,956",1/18/20,"21,366","3,039,304",0.7
Indiana,2/1/20,"3,016",1/25/20,"22,017","3,039,304",0.72
Indiana,2/8/20,"2,725",2/1/20,"22,212","3,039,304",0.73
Indiana,2/15/20,"2,556",2/8/20,"22,352","3,039,304",0.74
Indiana,2/22/20,"2,979",2/15/20,"22,913","3,039,304",0.75
Indiana,2/29/20,"2,276",2/22/20,"22,994","3,039,304",0.76
Indiana,3/7/20,"2,223",2/29/20,"22,586","3,039,304",0.74
Indiana,3/14/20,"2,596",3/7/20,"21,473","3,039,304",0.71
Indiana,3/21/20,"59,755",3/14/20,"20,778","3,039,304",0.68
Indiana,3/28/20,"139,174",3/21/20,"28,987","3,039,304",0.95
Indiana,4/4/20,"127,010",3/28/20,"71,737","3,039,304",2.36
Indiana,4/11/20,"113,755",4/4/20,"147,583","3,041,986",4.85
Indiana,4/18/20,"72,756",4/11/20,"206,386","3,041,986",6.78
Indiana,4/25/20,"55,774",4/18/20,"253,929","3,041,986",8.35
Indiana,5/2/20,"42,290",4/25/20,"271,248","3,041,986",8.92
Indiana,5/9/20,"29,668",5/2/20,"285,460","3,041,986",9.38
Iowa,1/5/19,"4,300",12/29/18,"31,173","1,519,868",2.05
Iowa,1/12/19,"4,395",1/5/19,"30,334","1,520,724",1.99
Iowa,1/19/19,"3,127",1/12/19,"29,093","1,520,724",1.91
Iowa,1/26/19,"3,728",1/19/19,"29,509","1,520,724",1.94
Iowa,2/2/19,"4,142",1/26/19,"31,177","1,520,724",2.05
Iowa,2/9/19,"2,679",2/2/19,"33,539","1,520,724",2.21
Iowa,2/16/19,"1,983",2/9/19,"31,633","1,520,724",2.08
Iowa,2/23/19,"2,179",2/16/19,"31,257","1,520,724",2.06
Iowa,3/2/19,"2,309",2/23/19,"30,786","1,520,724",2.02
Iowa,3/9/19,"2,232",3/2/19,"30,964","1,520,724",2.04
Iowa,3/16/19,"2,348",3/9/19,"30,334","1,520,724",1.99
Iowa,3/23/19,"2,272",3/16/19,"29,330","1,520,724",1.93
Iowa,3/30/19,"1,882",3/23/19,"26,969","1,520,724",1.77
Iowa,4/6/19,"1,780",3/30/19,"23,639","1,520,724",1.55
Iowa,4/13/19,"1,836",4/6/19,"20,317","1,523,830",1.33
Iowa,4/20/19,"1,823",4/13/19,"18,430","1,523,830",1.21
Iowa,4/27/19,"1,997",4/20/19,"15,793","1,523,830",1.04
Iowa,5/4/19,"2,673",4/27/19,"14,645","1,523,830",0.96
Iowa,5/11/19,"2,204",5/4/19,"15,317","1,523,830",1.01
Iowa,5/18/19,"1,959",5/11/19,"14,100","1,523,830",0.93
Iowa,5/25/19,"2,128",5/18/19,"13,501","1,523,830",0.89
Iowa,6/1/19,"2,195",5/25/19,"13,632","1,523,830",0.89
Iowa,6/8/19,"2,569",6/1/19,"13,691","1,523,830",0.9
Iowa,6/15/19,"2,120",6/8/19,"13,729","1,523,830",0.9
Iowa,6/22/19,"1,781",6/15/19,"14,233","1,523,830",0.93
Iowa,6/29/19,"2,123",6/22/19,"14,086","1,523,830",0.92
Iowa,7/6/19,"3,307",6/29/19,"14,360","1,523,830",0.94
Iowa,7/13/19,"2,635",7/6/19,"16,194","1,526,417",1.06
Iowa,7/20/19,"1,835",7/13/19,"14,970","1,526,417",0.98
Iowa,7/27/19,"2,380",7/20/19,"14,469","1,526,417",0.95
Iowa,8/3/19,"2,271",7/27/19,"14,969","1,526,417",0.98
Iowa,8/10/19,"2,349",8/3/19,"15,309","1,526,417",1
Iowa,8/17/19,"1,805",8/10/19,"15,306","1,526,417",1
Iowa,8/24/19,"2,099",8/17/19,"14,682","1,526,417",0.96
Iowa,8/31/19,"1,769",8/24/19,"14,008","1,526,417",0.92
Iowa,9/7/19,"1,787",8/31/19,"12,711","1,526,417",0.83
Iowa,9/14/19,"1,692",9/7/19,"12,305","1,526,417",0.81
Iowa,9/21/19,"1,738",9/14/19,"12,103","1,526,417",0.79
Iowa,9/28/19,"2,245",9/21/19,"12,051","1,526,417",0.79
Iowa,10/5/19,"2,228",9/28/19,"12,539","1,526,417",0.82
Iowa,10/12/19,"2,117",10/5/19,"12,665","1,529,213",0.83
Iowa,10/19/19,"2,296",10/12/19,"12,359","1,529,213",0.81
Iowa,10/26/19,"2,945",10/19/19,"12,635","1,529,213",0.83
Iowa,11/2/19,"2,851",10/26/19,"13,551","1,529,213",0.89
Iowa,11/9/19,"2,927",11/2/19,"14,055","1,529,213",0.92
Iowa,11/16/19,"4,579",11/9/19,"13,285","1,529,213",0.87
Iowa,11/23/19,"3,794",11/16/19,"15,608","1,529,213",1.02
Iowa,11/30/19,"4,988",11/23/19,"15,536","1,529,213",1.02
Iowa,12/7/19,"5,531",11/30/19,"20,394","1,529,213",1.33
Iowa,12/14/19,"4,934",12/7/19,"20,080","1,529,213",1.31
Iowa,12/21/19,"7,357",12/14/19,"22,119","1,529,213",1.45
Iowa,12/28/19,"10,338",12/21/19,"25,963","1,529,213",1.7
Iowa,1/4/20,"4,586",12/28/19,"34,549","1,529,213",2.26
Iowa,1/11/20,"4,836",1/4/20,"34,540","1,530,920",2.26
Iowa,1/18/20,"3,615",1/11/20,"29,625","1,530,920",1.94
Iowa,1/25/20,"3,115",1/18/20,"30,369","1,530,920",1.98
Iowa,2/1/20,"3,066",1/25/20,"30,890","1,530,920",2.02
Iowa,2/8/20,"2,379",2/1/20,"30,789","1,530,920",2.01
Iowa,2/15/20,"2,239",2/8/20,"30,799","1,530,920",2.01
Iowa,2/22/20,"2,631",2/15/20,"30,741","1,530,920",2.01
Iowa,2/29/20,"2,240",2/22/20,"30,516","1,530,920",1.99
Iowa,3/7/20,"2,221",2/29/20,"29,424","1,530,920",1.92
Iowa,3/14/20,"2,229",3/7/20,"27,816","1,530,920",1.82
Iowa,3/21/20,"40,952",3/14/20,"26,496","1,530,920",1.73
Iowa,3/28/20,"55,966",3/21/20,"53,650","1,530,920",3.5
Iowa,4/4/20,"64,194",3/28/20,"91,631","1,530,920",5.99
Iowa,4/11/20,"43,889",4/4/20,"127,332","1,531,621",8.31
Iowa,4/18/20,"26,901",4/11/20,"150,445","1,531,621",9.82
Iowa,4/25/20,"27,220",4/18/20,"168,971","1,531,621",11.03
Iowa,5/2/20,"23,241",4/25/20,"179,610","1,531,621",11.73
Iowa,5/9/20,"15,820",5/2/20,"189,643","1,531,621",12.38
Kansas,1/5/19,"2,185",12/29/18,"11,601","1,347,587",0.86
Kansas,1/12/19,"2,165",1/5/19,"11,583","1,351,006",0.86
Kansas,1/19/19,"2,795",1/12/19,"10,975","1,351,006",0.81
Kansas,1/26/19,"2,501",1/19/19,"12,051","1,351,006",0.89
Kansas,2/2/19,"1,917",1/26/19,"12,743","1,351,006",0.94
Kansas,2/9/19,"1,766",2/2/19,"12,281","1,351,006",0.91
Kansas,2/16/19,"1,610",2/9/19,"12,274","1,351,006",0.91
Kansas,2/23/19,"1,803",2/16/19,"11,800","1,351,006",0.87
Kansas,3/2/19,"1,709",2/23/19,"12,141","1,351,006",0.9
Kansas,3/9/19,"1,583",3/2/19,"11,479","1,351,006",0.85
Kansas,3/16/19,"1,648",3/9/19,"11,193","1,351,006",0.83
Kansas,3/23/19,"1,271",3/16/19,"10,886","1,351,006",0.81
Kansas,3/30/19,"1,490",3/23/19,"9,195","1,351,006",0.68
Kansas,4/6/19,"1,357",3/30/19,"8,643","1,351,006",0.64
Kansas,4/13/19,"1,298",4/6/19,"7,999","1,354,497",0.59
Kansas,4/20/19,"1,167",4/13/19,"7,767","1,354,498",0.57
Kansas,4/27/19,"1,271",4/20/19,"7,649","1,354,497",0.56
Kansas,5/4/19,"2,025",4/27/19,"7,589","1,354,497",0.56
Kansas,5/11/19,"1,546",5/4/19,"8,253","1,354,497",0.61
Kansas,5/18/19,"1,402",5/11/19,"8,083","1,354,497",0.6
Kansas,5/25/19,"2,024",5/18/19,"7,711","1,354,497",0.57
Kansas,6/1/19,"1,533",5/25/19,"8,257","1,354,497",0.61
Kansas,6/8/19,"1,512",6/1/19,"8,110","1,354,497",0.6
Kansas,6/15/19,"1,436",6/8/19,"7,857","1,354,497",0.58
Kansas,6/22/19,"1,292",6/15/19,"8,149","1,354,497",0.6
Kansas,6/29/19,"1,516",6/22/19,"7,871","1,354,497",0.58
Kansas,7/6/19,"2,419",6/29/19,"7,914","1,354,497",0.58
Kansas,7/13/19,"2,657",7/6/19,"8,316","1,357,246",0.61
Kansas,7/20/19,"1,366",7/13/19,"9,472","1,357,246",0.7
Kansas,7/27/19,"1,360",7/20/19,"9,308","1,357,246",0.69
Kansas,8/3/19,"1,398",7/27/19,"8,779","1,357,246",0.65
Kansas,8/10/19,"1,325",8/3/19,"8,500","1,357,246",0.63
Kansas,8/17/19,"1,172",8/10/19,"8,222","1,357,246",0.61
Kansas,8/24/19,"1,183",8/17/19,"7,509","1,357,246",0.55
Kansas,8/31/19,"2,166",8/24/19,"7,473","1,357,246",0.55
Kansas,9/7/19,"1,289",8/31/19,"7,639","1,357,246",0.56
Kansas,9/14/19,"1,127",9/7/19,"7,366","1,357,246",0.54
Kansas,9/21/19,"2,602",9/14/19,"6,843","1,357,246",0.5
Kansas,9/28/19,"1,206",9/21/19,"7,643","1,357,246",0.56
Kansas,10/5/19,"1,318",9/28/19,"7,417","1,357,246",0.55
Kansas,10/12/19,"1,245",10/5/19,"7,198","1,359,781",0.53
Kansas,10/19/19,"1,132",10/12/19,"7,269","1,359,781",0.53
Kansas,10/26/19,"1,316",10/19/19,"7,126","1,359,781",0.52
Kansas,11/2/19,"1,346",10/26/19,"7,279","1,359,781",0.54
Kansas,11/9/19,"1,457",11/2/19,"7,093","1,359,781",0.52
Kansas,11/16/19,"1,413",11/9/19,"6,982","1,359,781",0.51
Kansas,11/23/19,"1,620",11/16/19,"7,345","1,359,781",0.54
Kansas,11/30/19,"1,236",11/23/19,"7,258","1,359,781",0.53
Kansas,12/7/19,"2,176",11/30/19,"8,246","1,359,781",0.61
Kansas,12/14/19,"1,825",12/7/19,"8,077","1,359,781",0.59
Kansas,12/21/19,"3,096",12/14/19,"8,562","1,359,781",0.63
Kansas,12/28/19,"3,059",12/21/19,"9,525","1,359,781",0.7
Kansas,1/4/20,"2,019",12/28/19,"11,175","1,359,781",0.82
Kansas,1/11/20,"2,140",1/4/20,"11,431","1,363,114",0.84
Kansas,1/18/20,"2,402",1/11/20,"10,638","1,363,114",0.78
Kansas,1/25/20,"2,557",1/18/20,"11,182","1,363,114",0.82
Kansas,2/1/20,"2,000",1/25/20,"12,301","1,363,114",0.9
Kansas,2/8/20,"2,107",2/1/20,"11,809","1,363,114",0.87
Kansas,2/15/20,"2,076",2/8/20,"11,666","1,363,114",0.86
Kansas,2/22/20,"1,494",2/15/20,"12,003","1,363,114",0.88
Kansas,2/29/20,"1,517",2/22/20,"11,505","1,363,114",0.84
Kansas,3/7/20,"1,365",2/29/20,"11,003","1,363,115",0.81
Kansas,3/14/20,"1,755",3/7/20,"9,771","1,363,114",0.72
Kansas,3/21/20,"23,563",3/14/20,"9,973","1,363,114",0.73
Kansas,3/28/20,"54,330",3/21/20,"17,558","1,363,114",1.29
Kansas,4/4/20,"49,306",3/28/20,"51,425","1,363,114",3.77
Kansas,4/11/20,"29,873",4/4/20,"78,334","1,364,944",5.74
Kansas,4/18/20,"30,596",4/11/20,"97,478","1,364,944",7.14
Kansas,4/25/20,"24,483",4/18/20,"119,022","1,364,944",8.72
Kansas,5/2/20,"15,959",4/25/20,"120,701","1,364,944",8.84
Kansas,5/9/20,"12,234",5/2/20,"117,977","1,364,944",8.64
Kentucky,1/5/19,"6,377",12/29/18,"10,142","1,876,412",0.54
Kentucky,1/12/19,"11,344",1/5/19,"22,486","1,879,936",1.2
Kentucky,1/19/19,"3,084",1/12/19,"20,298","1,879,936",1.08
Kentucky,1/26/19,"2,949",1/19/19,"20,960","1,879,936",1.11
Kentucky,2/2/19,"2,673",1/26/19,"20,801","1,879,936",1.11
Kentucky,2/9/19,"2,381",2/2/19,"22,688","1,879,936",1.21
Kentucky,2/16/19,"2,344",2/9/19,"21,514","1,879,936",1.14
Kentucky,2/23/19,"6,831",2/16/19,"22,762","1,879,936",1.21
Kentucky,3/2/19,"3,714",2/23/19,"23,662","1,879,936",1.26
Kentucky,3/9/19,"2,046",3/2/19,"21,175","1,879,936",1.13
Kentucky,3/16/19,"2,105",3/9/19,"20,145","1,879,936",1.07
Kentucky,3/23/19,"1,957",3/16/19,"20,317","1,879,936",1.08
Kentucky,3/30/19,"2,168",3/23/19,"18,417","1,879,936",0.98
Kentucky,4/6/19,"2,774",3/30/19,"18,087","1,879,936",0.96
Kentucky,4/13/19,"2,108",4/6/19,"16,778","1,883,260",0.89
Kentucky,4/20/19,"1,983",4/13/19,"17,427","1,883,260",0.93
Kentucky,4/27/19,"1,716",4/20/19,"15,765","1,883,260",0.84
Kentucky,5/4/19,"1,938",4/27/19,"16,169","1,883,260",0.86
Kentucky,5/11/19,"1,709",5/4/19,"15,342","1,883,260",0.81
Kentucky,5/18/19,"2,272",5/11/19,"15,678","1,883,260",0.83
Kentucky,5/25/19,"2,638",5/18/19,"15,638","1,883,260",0.83
Kentucky,6/1/19,"2,403",5/25/19,"16,305","1,883,260",0.87
Kentucky,6/8/19,"2,201",6/1/19,"16,309","1,883,260",0.87
Kentucky,6/15/19,"1,936",6/8/19,"16,535","1,883,260",0.88
Kentucky,6/22/19,"3,086",6/15/19,"16,608","1,883,260",0.88
Kentucky,6/29/19,"3,555",6/22/19,"16,599","1,883,260",0.88
Kentucky,7/6/19,"6,070",6/29/19,"17,838","1,883,260",0.95
Kentucky,7/13/19,"5,442",7/6/19,"17,861","1,886,070",0.95
Kentucky,7/20/19,"5,388",7/13/19,"17,747","1,886,070",0.94
Kentucky,7/27/19,"2,042",7/20/19,"17,985","1,886,070",0.95
Kentucky,8/3/19,"2,034",7/27/19,"17,628","1,886,070",0.93
Kentucky,8/10/19,"2,457",8/3/19,"17,397","1,886,070",0.92
Kentucky,8/17/19,"2,235",8/10/19,"16,820","1,886,070",0.89
Kentucky,8/24/19,"1,974",8/17/19,"17,311","1,886,070",0.92
Kentucky,8/31/19,"1,842",8/24/19,"16,720","1,886,070",0.89
Kentucky,9/7/19,"1,788",8/31/19,"6,623","1,886,070",0.35
Kentucky,9/14/19,"1,875",9/7/19,"16,422","1,886,070",0.87
Kentucky,9/21/19,"2,236",9/14/19,"16,015","1,886,070",0.85
Kentucky,9/28/19,"2,373",9/21/19,"15,505","1,886,070",0.82
Kentucky,10/5/19,"2,421",9/28/19,"15,963","1,886,070",0.85
Kentucky,10/12/19,"2,636",10/5/19,"15,643","1,889,353",0.83
Kentucky,10/19/19,"2,359",10/12/19,"15,598","1,889,353",0.83
Kentucky,10/26/19,"2,143",10/19/19,"16,216","1,889,353",0.86
Kentucky,11/2/19,"2,056",10/26/19,"16,702","1,889,353",0.88
Kentucky,11/9/19,"2,352",11/2/19,"15,722","1,889,353",0.83
Kentucky,11/16/19,"2,273",11/9/19,"15,979","1,889,353",0.85
Kentucky,11/23/19,"2,972",11/16/19,"15,599","1,889,353",0.83
Kentucky,11/30/19,"3,187",11/23/19,"15,003","1,889,353",0.79
Kentucky,12/7/19,"3,593",11/30/19,"18,823","1,889,353",1
Kentucky,12/14/19,"3,663",12/7/19,"17,264","1,889,353",0.91
Kentucky,12/21/19,"4,603",12/14/19,"18,879","1,889,353",1
Kentucky,12/28/19,"6,211",12/21/19,"18,489","1,889,353",0.98
Kentucky,1/4/20,"5,175",12/28/19,"22,515","1,890,475",1.19
Kentucky,1/11/20,"3,968",1/4/20,"25,124","1,890,475",1.33
Kentucky,1/18/20,"3,084",1/11/20,"24,066","1,890,475",1.27
Kentucky,1/25/20,"2,569",1/18/20,"22,874","1,890,475",1.21
Kentucky,2/1/20,"2,625",1/25/20,"23,219","1,890,475",1.23
Kentucky,2/8/20,"2,936",2/1/20,"22,937","1,890,475",1.21
Kentucky,2/15/20,"2,813",2/8/20,"23,076","1,890,475",1.22
Kentucky,2/22/20,"2,508",2/15/20,"22,623","1,890,475",1.2
Kentucky,2/29/20,"2,223",2/22/20,"23,733","1,890,475",1.26
Kentucky,3/7/20,"2,463",2/29/20,"22,770","1,890,475",1.2
Kentucky,3/14/20,"2,785",3/7/20,"22,940","1,890,475",1.21
Kentucky,3/21/20,"49,023",3/14/20,"22,328","1,890,475",1.18
Kentucky,3/28/20,"113,149",3/21/20,"24,361","1,890,475",1.29
Kentucky,4/4/20,"117,575",3/28/20,"130,151","1,890,475",6.88
Kentucky,4/11/20,"116,277",4/4/20,"182,097","1,893,451",9.62
Kentucky,4/18/20,"103,981",4/11/20,"199,030","1,893,451",10.51
Kentucky,4/25/20,"91,223",4/18/20,"260,792","1,893,451",13.77
Kentucky,5/2/20,"82,435",4/25/20,"256,317","1,893,451",13.54
Kentucky,5/9/20,"69,372",5/2/20,"253,250","1,893,451",13.38
Louisiana,1/5/19,"1,826",12/29/18,"15,954","1,876,044",0.85
Louisiana,1/12/19,"2,580",1/5/19,"15,999","1,878,839",0.85
Louisiana,1/19/19,"2,222",1/12/19,"15,851","1,878,839",0.84
Louisiana,1/26/19,"1,759",1/19/19,"15,866","1,878,839",0.84
Louisiana,2/2/19,"2,062",1/26/19,"16,467","1,878,839",0.88
Louisiana,2/9/19,"1,971",2/2/19,"15,730","1,878,839",0.84
Louisiana,2/16/19,"1,672",2/9/19,"14,607","1,878,839",0.78
Louisiana,2/23/19,"1,784",2/16/19,"15,317","1,878,839",0.82
Louisiana,3/2/19,"1,674",2/23/19,"15,535","1,878,839",0.83
Louisiana,3/9/19,"1,584",3/2/19,"14,565","1,878,839",0.78
Louisiana,3/16/19,"1,661",3/9/19,"14,268","1,878,839",0.76
Louisiana,3/23/19,"1,619",3/16/19,"14,074","1,878,839",0.75
Louisiana,3/30/19,"1,666",3/23/19,"14,283","1,878,839",0.76
Louisiana,4/6/19,"1,656",3/30/19,"13,668","1,878,839",0.73
Louisiana,4/13/19,"1,887",4/6/19,"13,414","1,882,518",0.71
Louisiana,4/20/19,"1,593",4/13/19,"13,218","1,882,518",0.7
Louisiana,4/27/19,"2,030",4/20/19,"13,136","1,882,518",0.7
Louisiana,5/4/19,"2,009",4/27/19,"13,841","1,882,518",0.74
Louisiana,5/11/19,"2,028",5/4/19,"13,409","1,882,518",0.71
Louisiana,5/18/19,"2,296",5/11/19,"13,389","1,882,518",0.71
Louisiana,5/25/19,"2,742",5/18/19,"13,528","1,882,518",0.72
Louisiana,6/1/19,"2,800",5/25/19,"14,745","1,882,518",0.78
Louisiana,6/8/19,"2,818",6/1/19,"15,358","1,882,518",0.82
Louisiana,6/15/19,"2,372",6/8/19,"16,384","1,882,518",0.87
Louisiana,6/22/19,"2,238",6/15/19,"16,630","1,882,518",0.88
Louisiana,6/29/19,"2,206",6/22/19,"17,617","1,882,518",0.94
Louisiana,7/6/19,"1,844",6/29/19,"17,097","1,882,518",0.91
